ASMID,SPECIESIN,STRAIN,VERSION,BIOPROJECT,NCBI_TAXONID,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,LOCUSTAG
Asptam1,Aspergillus tamarii,CBS 117626,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus tamarii,Asptam1
Aspte1,Aspergillus terreus,NIH_2624,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus terreus,Aspte1
Asptra1,Aspergillus transmontanensis,CBS 130015,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus transmontanensis,Asptra1
Asptu1,Aspergillus tubingensis,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus tubingensis,Asptu1
Aspuda1,Aspergillus udagawae,IFM 46973,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus udagawae,Aspuda1
Aspuva1,Aspergillus uvarum,CBS 121591,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus uvarum,Aspuva1
Aspvad1,Aspergillus vadensis,CBS 113365,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus vadensis,Aspvad1
Aspve1,Aspergillus versicolor,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus versicolor,Aspve1
Aspvio1,Aspergillus violaceofuscus,CBS 115571,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus violaceofuscus,Aspvio1
Aspwe1,Aspergillus wentii,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus wentii,Aspwe1
Aspwel1,Aspergillus welwitschiae,CBS139.54b,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus welwitschiae,Aspwel1
Aspzo1,Aspergillus zonatus,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicilliopsis,Penicilliopsis zonata,Aspzo1
Aulhe2,Aulographum hederae,,v2.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Aulographales,Aulographaceae,Aulographum,Aulographum hederae,Aulhe2
Auramp1,Auriculariopsis ampla,NL-1724,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Schizophyllaceae,Auriculariopsis,Auriculariopsis ampla,Auramp1
Aurde3_1,Auricularia subglabra,,v2.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Auriculariales,Auriculariaceae,Auricularia,Auricularia subglabra,Aurde3_1
Aurpu_var_mel1,Aureobasidium pullulans var. melanogenum,CBS 110374,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium melanogenum,Aurpu_var_mel1
Aurpu_var_nam1,Aureobasidium pullulans var. namibiae,CBS 147.97,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium namibiae,Aurpu_var_nam1
Aurpu_var_pul1,Aureobasidium pullulans var. pullulans,EXF-150,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium pullulans,Aurpu_var_pul1
Aurpu_var_sub1,Aureobasidium pullulans var. subglaciale,EXF-2481,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium subglaciale,Aurpu_var_sub1
Aurvu1,Auriscalpium vulgare,FP105234-Sp,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Auriscalpiaceae,Auriscalpium,Auriscalpium vulgare,Aurvu1
Babin1,Babjeviella inositovora,NRRL Y-12698,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Serinales,,Babjeviella,Babjeviella inositovora,Babin1
Bacci1,Backusella circina,FSU_941,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Backusellaceae,Backusella,Backusella circina,Bacci1
Basme2finSC,Basidiobolus meristosporus,CBS 931.73,v1.0,,,fungi,Zoopagomycota,Entomophthoromycotina,Basidiobolomycetes,,Basidiobolales,Basidiobolaceae,Basidiobolus,Basidiobolus meristosporus,Basme2finSC
Basun1,Basidioascus undulatus,,v1.0,,,dikarya,Basidiomycota,Wallemiomycotina,Geminibasidiomycetes,,Geminibasidiales,Geminibasidiaceae,Basidioascus,Basidioascus undulatus,Basun1
Batde5,Batrachochytrium dendrobatidis,JAM81,v1.0,,,fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,Rhizophydiales,,Batrachochytrium,Batrachochytrium dendrobatidis,Batde5
Bauco1,Baudoinia compniacensis,UAMH_10762_4089826,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Teratosphaeriaceae,Baudoinia,Baudoinia compniacensis,Bauco1
Beaba1,Beauveria bassiana,ARSEF 2860,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria,Beauveria bassiana,Beaba1
Benpoi1,Benjaminiella poitrasii,RSA 903,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Mucoraceae,Benjaminiella,Benjaminiella poitrasii,Benpoi1
Bifad1,Bifiguratus adelaidae,AZ0501,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Endogonomycetes,,Endogonales,,Bifiguratus,Bifiguratus adelaidae,Bifad1
Bimnz1,Bimuria novae-zelandiae,CBS 107.79,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Didymosphaeriaceae,Bimuria,Bimuria novae-zelandiae,Bimnz1
Bissp1,Bisporella sp.,PMI857,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Helotiaceae,Bisporella,Bisporella sp.,Bissp1
Bjead1_1,Bjerkandera adusta,,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Phanerochaetaceae,Bjerkandera,Bjerkandera adusta,Bjead1_1
Blabri1,Blastocladiella britannica,,v1.0,,,fungifungi,Blastocladiomycota,Blastocladiomycotina,Blastocladiomycetes,,Blastocladiales,Blastocladiaceae,Blastocladiella,Blastocladiella britannica,Blabri1
Blade1,Blastomyces dermatitidis,SLH14081,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Blastomyces,Blastomyces dermatitidis,Blade1
Blader1,Blastomyces dermatitidis,ER-3,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Blastomyces,Blastomyces dermatitidis,Blader1
Blape1,Blastomyces percursus,EI222,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Ajellomycetaceae,Blastomyces,Blastomyces percursus,Blape1
Blatri1,Blakeslea trispora,NRRL 2456,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Choanephoraceae,Blakeslea,Blakeslea trispora,Blatri1
Blatri_F921_1,Blakeslea trispora,F921,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Choanephoraceae,Blakeslea,Blakeslea trispora,Blatri_F921_1
Blatri_F986_2,Blakeslea trispora,F986,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Choanephoraceae,Blakeslea,Blakeslea trispora,Blatri_F986_2
Blugr2,Blumeria graminis f. sp. hordei,DH14,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Erysiphales,Erysiphaceae,Blumeria,Blumeria hordei,Blugr2
Blugra3_16,Blumeria graminis f. sp. tritici,96224,v3.16,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Erysiphales,Erysiphaceae,Blumeria,Blumeria graminis,Blugra3_16
BlugrR1_1,Blumeria graminis f. sp. hordei,Race1,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Erysiphales,Erysiphaceae,Blumeria,Blumeria hordei,BlugrR1_1
Blyhe1,Blyttiomyces helicus,single-cell,v1.0,,,fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,,,Blyttiomyces,Blyttiomyces helicus,Blyhe1
Bolcoc1,Boletus coccyginus,2016PMI039,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Boletus,Boletus coccyginus,Bolcoc1
Boled5,Boletus edulis,BED1,v4.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Boletus,Boletus edulis,Boled5
Boledp1,Boletus edulis,Pilba,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Boletus,Boletus edulis,Boledp1
Bolvit1,Bolbitius vitellinus,SZMC-NL-1974,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Bolbitiaceae,Bolbitius,Bolbitius vitellinus,Bolvit1
Bombar1,Lasiosphaeriaceae sp.,AZ0830,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Lasiosphaeriaceae,,Lasiosphaeriaceae sp.,Bombar1
Botbo1,Botryobasidium botryosum,,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Cantharellales,Botryobasidiaceae,Botryobasidium,Botryobasidium botryosum,Botbo1
Botci1,Botrytis cinerea,B05.10,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botrytis,Botrytis cinerea,Botci1
Botcin1,Botrytis cinerea,T4,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Sclerotiniaceae,Botrytis,Botrytis cinerea,Botcin1
Botdo1_1,Botryosphaeria dothidea,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,,Botryosphaeriales,Botryosphaeriaceae,Botryosphaeria,Botryosphaeria dothidea,Botdo1_1
Botmuc1,Botryozyma mucatilis,CBS 9042,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Trigonopsidomycetes,,Trigonopsidales,Trigonopsidaceae,Botryozyma,Botryozyma mucatilis,Botmuc1
Brefa1,Bretziella fagacearum,C519,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Microascales,Ceratocystidaceae,Bretziella,Bretziella fagacearum,Brefa1
Bulin1,Bulgaria inquinans,CBS118.31,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Phacidiales,Phacidiaceae,Bulgaria,Bulgaria inquinans,Bulin1
Bysci1,Byssothecium circinans,CBS 675.92,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Massarinaceae,Byssothecium,Byssothecium circinans,Bysci1
Bysni1,Paecilomyces niveus,CO7,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Thermoascaceae,Paecilomyces,Paecilomyces niveus,Bysni1
Byssp1,Byssochlamys spectabilis,No. 5,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Thermoascaceae,Paecilomyces,Paecilomyces variotii,Byssp1
Cadsp1,Cadophora sp.,DSE1049,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Ploettnerulaceae,Cadophora,Cadophora sp.,Cadsp1
Calco1,Calocera cornea,,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Dacrymycetes,,Dacrymycetales,Dacrymycetaceae,Calocera,Calocera cornea,Calco1
Calful1,Caloscypha fulgens,ATCC 42695,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Caloscyphaceae,Caloscypha,Caloscypha fulgens,Calful1
Calmar1,Calycina marina,TRa3180A,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Pezizellaceae,Calycina,Calycina marina,Calmar1
Calor1,Caliciopsis orientalis,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Coryneliomycetidae,Coryneliales,Coryneliaceae,Caliciopsis,Caliciopsis orientalis,Calor1
Calpu1,Calosphaeria pulchella,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Calosphaeriales,Calosphaeriaceae,Calosphaeria,Calosphaeria pulchella,Calpu1
Calvi1,Calocera viscosa,,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Dacrymycetes,,Dacrymycetales,Dacrymycetaceae,Calocera,Calocera viscosa,Calvi1
Canalb1,Candida albicans,SC5314,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Serinales,Debaryomycetaceae,Candida,Candida albicans,Canalb1
Cananz1,Cantharellus anzutake,C23,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Cantharellales,Cantharellaceae,Cantharellus,Cantharellus anzutake,Cananz1
Canar1,Candida arabinofermentans,NRRL YB-2248,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Pichiales,Pichiaceae,Ogataea,[Candida] arabinofermentans,Canar1
Canbo1,Candida boidinii,NRRL Y-2332,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Pichiales,Pichiaceae,Ogataea,[Candida] boidinii,Canbo1
Canca1,Tortispora caseinolytica,Y-17796,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Trigonopsidomycetes,,Trigonopsidales,Trigonopsidaceae,Tortispora,Tortispora caseinolytica,Canca1
Candu1,Candida dubliniensis,CD36,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Serinales,Debaryomycetaceae,Candida,Candida dubliniensis,Candu1
Canor1,Candida orthopsilosis,Co_90-125,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Serinales,Debaryomycetaceae,Candida,Candida orthopsilosis,Canor1
Canpa1,Candida parapsilosis,CDC317,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Serinales,Debaryomycetaceae,Candida,Candida parapsilosis,Canpa1
Canta1,Candida tanzawaensis,NRRL Y-17324,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Serinales,Debaryomycetaceae,Suhomyces,Suhomyces tanzawaensis,Canta1
Cante1,Candida tenuis,NRRL Y-1498,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Serinales,Debaryomycetaceae,Yamadazyma,Yamadazyma tenuis,Cante1
Cantro1,Candida tropicalis,MYA3404,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Serinales,Debaryomycetaceae,Candida,Candida tropicalis,Cantro1
Capcor1,Capronia coronata,CBS 617.96,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Capronia,Capronia coronata,Capcor1
Capep1,Capronia epimyces,CBS 606.96,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Capronia,Capronia epimyces,Capep1
Capse1,Capronia semiimmersa,CBS 27337,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Phialophora,Phialophora americana,Capse1
Catan2,Catenaria anguillulae,PL171,v2.0,,,fungifungi,Blastocladiomycota,Blastocladiomycotina,Blastocladiomycetes,,Blastocladiales,Catenariaceae,Catenaria,Catenaria anguillulae,Catan2
Caupr1,Caulochytrium protostelioides,ATCC 52028,v1.0,,,fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,Caulochytriales,Caulochytriaceae,Caulochytrium,Caulochytrium protostelioides,Caupr1
Caupr_SCcomb,Caulochytrium protostelioides,ATCC 52028_single-cell,v1.0,,,fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,Caulochytriales,Caulochytriaceae,Caulochytrium,Caulochytrium protostelioides,Caupr_SCcomb
Cenge3,Cenococcum geophilum,1.58,v2.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,,Gloniaceae,Cenococcum,Cenococcum geophilum,Cenge3
Cepal1_1,Cephaloascus albidus,ATCC 66658,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Serinales,Cephaloascaceae,Cephaloascus,Cephaloascus albidus,Cepal1_1
Cepfr1_1,Cephaloascus fragrans,12-1022,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Serinales,Cephaloascaceae,Cephaloascus,Cephaloascus fragrans,Cepfr1_1
CerAGI,Ceratobasidium sp.,anastomosis_group_I_DN8442,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Ceratobasidium sp.,CerAGI
Cerbe1,Cercospora berteroae,CBS 538.71,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora berteroae,Cerbe1
Cerbo1,Ceraceosorus bombacis,ATCC 22867,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Ceraceosorales,Ceraceosoraceae,Ceraceosorus,Ceraceosorus bombacis,Cerbo1
Cercer1,Cerinomyces ceraceus,ATCC 56525,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Dacrymycetes,,Dacrymycetales,Dacrymycetaceae,Dacrymyces,Dacrymyces ceraceus,Cercer1
Cersp1,Ceraceosorus guamensis,MCA_4658,v1.0,,,dikarya,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,,Ceraceosorales,Ceraceosoraceae,Ceraceosorus,Ceraceosorus guamensis,Cersp1
Cersu1,Ceriporiopsis subvermispora,B,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Gelatoporiaceae,Gelatoporia,Gelatoporia subvermispora,Cersu1
Cerun2,Cerrena unicolor,,v1.1,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Polyporales,Cerrenaceae,Cerrena,Cerrena unicolor,Cerun2
Cerzm1,Cercospora zeae-maydis,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Cercospora,Cercospora zeae-maydis,Cerzm1
CgaCA1873_1,Cryptococcus gattii,CA1873,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus gattii,CgaCA1873_1
CgaVGII_1,Cryptococcus gattii,VGII_2001935-1,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus gattii,CgaVGII_1
CgaVGIV_1,Cryptococcus gattii,VGIV_IND107,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus gattii,CgaVGIV_1
CgaWM276_1,Cryptococcus gattii,WM276,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Tremellomycetes,,Tremellales,Cryptococcaceae,Cryptococcus,Cryptococcus gattii,CgaWM276_1
Chabre1,Chaetocladium brefeldii,NRRL 2343,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Chaetocladiaceae,Chaetocladium,Chaetocladium brefeldii,Chabre1
Chagl_1,Chaetomium globosum,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium,Chaetomium globosum,Chagl_1
Chain1,Chaetosphaeria innumera,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,Chaetosphaeria innumera,Chain1
Chalo1,Chalara longipes,BDJ,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,,Helotiales,Hamatocanthoscyphaceae,Stipitochalara,Stipitochalara longipes,Chalo1
Chapip1,Chalciporus piperatus,201810_CP,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Boletales,Boletaceae,Chalciporus,Chalciporus piperatus,Chapip1
Chathe1,Chaetomium thermophilum var. thermophilum,DSM 1495,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Thermochaetoides,Thermochaetoides thermophila,Chathe1
Chiap1,Chionosphaera apobasidialis,52639,v1.0,,,dikarya,Basidiomycota,Pucciniomycotina,Agaricostilbomycetes,,Agaricostilbales,Chionosphaeraceae,Chionosphaera,Chionosphaera apobasidialis,Chiap1
Chicu1,Chionosphaera cuniculicola,CBS10063,v1.0,,,dikarya,Basidiomycota,Pucciniomycotina,Agaricostilbomycetes,,Agaricostilbales,Chionosphaeraceae,Chionosphaera,Chionosphaera cuniculicola,Chicu1
Chlpad1,Chlamydoabsidia padenii,NRRL 2977,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Cunninghamellaceae,Chlamydoabsidia,Chlamydoabsidia padenii,Chlpad1
Chocucu1,Choanephora cucurbitarum,NRRL 2744-50,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Choanephoraceae,Choanephora,Choanephora cucurbitarum,Chocucu1
Chove1,Choiromyces venosus,120613-1,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Pezizomycetes,,Pezizales,Tuberaceae,Choiromyces,Choiromyces venosus,Chove1
Chyhya1,Chytriomyces hyalinus,JEL632,v1.0,,,fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,Chytridiales,Chytriomycetaceae,Chytriomyces,Chytriomyces hyalinus,Chyhya1
Chylag1,Chytridium lagenaria,Arg66,v1.0,,,fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,Chytridiales,Chytridiaceae,Chytridium,Chytridium lagenaria,Chylag1
Chytri1,Chytriomyces sp.,MP_71,v1.0,,,fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,Chytridiales,Chytriomycetaceae,Chytriomyces,Chytriomyces sp.,Chytri1
Cirumb1,Circinella umbellata,NRRL1351,v1.0,,,mucoromycota,Mucoromycota,Mucoromycotina,Mucoromycetes,,Mucorales,Lichtheimiaceae,Circinella,Circinella umbellata,Cirumb1
Citma1,Citeromyces matritensis,NRRL Y-2407,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Pichiales,Pichiaceae,Citeromyces,Citeromyces matritensis,Citma1
Claba1,Cladophialophora bantiana,CBS 173.52,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora bantiana,Claba1
Claca1,Cladophialophora carrionii,CBS 160.54,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora carrionii,Claca1
Clael1,Clathrospora elynae,CBS 161.51,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Diademaceae,Clathrospora,Clathrospora elynae,Clael1
Clafu1,Cladosporium fulvum,,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Fulvia,Fulvia fulva,Clafu1
Clagr3,Cladonia grayi,CgrDA2mycss,v2.0,,,dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,Lecanoromycetidae,Lecanorales,Cladoniaceae,Cladonia,Cladonia grayi,Clagr3
Claim1,Cladophialophora immunda,CBS 83496,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora immunda,Claim1
Clalu1_2,Clavispora lusitaniae,ATCC 42720,v1.0,,,dikarya,Ascomycota,Saccharomycotina,Pichiomycetes,,Serinales,Metschnikowiaceae,Clavispora,Clavispora lusitaniae,Clalu1_2
ClaNC0930_1,Phaeomoniellales sp.,NC0930,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Phaeomoniellales,,,Phaeomoniellales sp.,ClaNC0930_1
ClaPMI390,Sistotrema sp.,PMI 390,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Corticiales,Corticiaceae,Sistotrema,Sistotrema sp.,ClaPMI390
Clapol1_1,Cladochytrium polystomum,WB228,v1.0,,,fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,Chytridiales,Chytridiaceae,Zopfochytrium,Zopfochytrium polystomum,Clapol1_1
Claps1,Cladophialophora psammophila,CBS 110553,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Chaetothyriomycetidae,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,Cladophialophora psammophila,Claps1
Clapu1,Claviceps purpurea,20.1,v1.0,,,dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,Claviceps,Claviceps purpurea,Clapu1
Clapy1,Artomyces pyxidatus,HHB10654,v1.0,,,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,,Russulales,Auriscalpiaceae,Artomyces,Artomyces pyxidatus,Clapy1
Clarep1_1,Cladochytrium replicatum,JEL_714,v1.0,,,fungi,Chytridiomycota,Chytridiomycotina,Chytridiomycetes,,Cladochytriales,Cladochytriaceae,Cladochytrium,Cladochytrium replicatum,Clarep1_1
