leaf_name,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,STRAIN,LOCUSTAG
F770AC3A,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Crepidotaceae,Crepidotus,Crepidotus variabilis,CBS 506.95,F770AC3A
Crevar1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Crepidotaceae,Crepidotus,,,Crevar1
Creces1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Crepidotaceae,Crepidotus,,,Creces1
F69B775A,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Inocybaceae,Inosperma,Inosperma sp. D86,D86,F69B775A
Conapa1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Strophariaceae,,,,Conapa1
Bolvit1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Strophariaceae,,,,Bolvit1
FEA66B52,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Hydnangiaceae,Laccaria,Laccaria amethystina,LaAM-08-1,FEA66B52
Lacam2,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Hydnangiaceae,Laccaria,,,Lacam2
Lacbi2,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Hydnangiaceae,Laccaria,,,Lacbi2
F2AEA4E9,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Hydnangiaceae,Laccaria,Laccaria bicolor,S238N-H82,F2AEA4E9
FCE07A28,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Hydnangiaceae,Laccaria,Laccaria trichodermophora,EF-36,FCE07A28
Copmic2,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Psathyrellaceae,Coprinellus,,,Copmic2
FD4864D8,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus micaceus,,FD4864D8
F7151793,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus aureogranulatus,MPG-14N,F7151793
FC6E3A12,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Psathyrellaceae,Tulosesus,Tulosesus angulatus,CBS 175.51,FC6E3A12
Copang1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Psathyrellaceae,Tulosesus,,,Copang1
FC18AD65,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Psathyrellaceae,Candolleomyces,Candolleomyces efflorescens,VT131,FC18AD65
FCAE58FD,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Psathyrellaceae,Candolleomyces,Candolleomyces aberdarensis,IHI B618,FCAE58FD
F41267C2,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Psathyrellaceae,Candolleomyces,Candolleomyces eurysporus,VTCC 930004,F41267C2
Copmar1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Psathyrellaceae,Coprinopsis,,,Copmar1
FD5968E4,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis marcescibilis,CBS 121175,FD5968E4
Copci_AmutBmut1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Psathyrellaceae,Coprinopsis,,,Copci_AmutBmut1
F47CF5A1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis cinerea,okayama7#130,F47CF5A1
Copci1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Psathyrellaceae,Coprinopsis,,,Copci1
F7CD101D,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis strossmayeri,,F7CD101D
Copph3,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Psathyrellaceae,Coprinopsis,,,Copph3
FFDFC078,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Psathyrellaceae,Coprinopsis,Coprinopsis sp. MPI-PUGE-AT-0042,MPI-PUGE-AT-0042,FFDFC078
F6F26273,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Nidulariaceae,Crucibulum,Crucibulum laeve,CBS 166.37,F6F26273
Crula1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Nidulariaceae,Crucibulum,,,Crula1
FD59B8A0,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Nidulariaceae,Crucibulum,Crucibulum cyathiforme,FLAS-F-66527,FD59B8A0
F79981D4,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Nidulariaceae,Crucibulum,Crucibulum parvulum,FLAS-F-66525,F79981D4
F45D4AD7,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Nidulariaceae,Nidularia,Nidularia sp. FH-822889,FH-822889,F45D4AD7
F2D77282,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Nidulariaceae,Nidula,Nidula microcarpa,FLAS-F-66534,F2D77282
F2865F51,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Nidulariaceae,Nidula,Nidula niveotomentosa,PDD-112098,F2865F51
F6714C01,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Nidulariaceae,Mycocalia,Mycocalia duriaeana,CF-140334,F6714C01
FED01146,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Nidulariaceae,Cyathus,Cyathus striatus,NPCB_87405,FED01146
Cyastr2,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Nidulariaceae,Cyathus,,,Cyastr2
F8433EB5,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Nidulariaceae,Cyathus,Cyathus pygmaeus,PSL-2077,F8433EB5
F1136FA6,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Nidulariaceae,Cyathus,Cyathus olla,FLAS-F-66505,F1136FA6
F2CB6C97,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Squamanitaceae,Cystoderma,Cystoderma amianthinum,DBG-25132,F2CB6C97
F362112C,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Squamanitaceae,Phaeolepiota,Phaeolepiota aurea,DBG-24031,F362112C
F03D6A9A,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Squamanitaceae,Floccularia,Floccularia luteovirens,FLZJUC10,F03D6A9A
FC12F1FB,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Tricholomataceae,Cystodermella,Cystodermella granulosa,DBG-29008,FC12F1FB
Macfu1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Macrolepiota,,,Macfu1
FC3DE52D,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Macrolepiota,Macrolepiota fuliginosa,MF-IS2,FC3DE52D
FCAB5B9B,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Macrolepiota,Macrolepiota dolichaula,MG24,FCAB5B9B
F91DE8DF,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Podaxis,Podaxis sp. AQ799166,AQ799166,F91DE8DF
F4197DA8,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Podaxis,Podaxis mareebaensis,AQ645840,F4197DA8
F2476AC8,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Podaxis,Podaxis sp. MADm22,MADm22,F2476AC8
F9A97AF7,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Podaxis,Podaxis sp. C-F-101401,C-F-101401,F9A97AF7
F09A95FD,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Podaxis,Podaxis sp. C-F-101400,C-F-101400,F09A95FD
FF1DFE65,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Podaxis,Podaxis pistillaris,LINN1287.7,FF1DFE65
F8A2570F,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Podaxis,Podaxis sp. AQ795752,AQ795752,F8A2570F
F1344107,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Podaxis,Podaxis rugospora,PREM57485,F1344107
FD4D3C7D,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Podaxis,Podaxis carcinomalis,LINN1287.8,FD4D3C7D
F9D5137E,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Podaxis,Podaxis sp. C-F-92630,C-F-92630,F9D5137E
F49D8E12,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Lycoperdaceae,Calvatia,Calvatia gigantea,CGMCC 5.752,F49D8E12
Lycper1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Lycoperdaceae,Calvatia,,,Lycper1
FA5C54A1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Agaricus,Agaricus sinodeliciosus,ZRL20160001-S65,FA5C54A1
F8F2286A,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Agaricus,Agaricus bitorquis,BH01,F8F2286A
F980D92C,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Agaricus,Agaricus bisporus,H97,F980D92C
Agabi_varbisH97_2,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Agaricus,,,Agabi_varbisH97_2
F50AC181,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Agaricus,Agaricus subrufescens,ABL 49,F50AC181
FF9D1BC6,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Agaricus,Agaricus blazei,JA-15036,FF9D1BC6
FCD6A1C3,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Chlorophyllum,Chlorophyllum brunneum,,FCD6A1C3
FEBC2F97,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Leucoagaricus,Leucoagaricus leucothites,CBS 146.42,FEBC2F97
F92EBFEE,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Leucocoprinus,Leucocoprinus birnbaumii,VT141,F92EBFEE
Leugo1_1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Leucoagaricus,,,Leugo1_1
FF47967C,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Leucoagaricus,Leucoagaricus gongylophorus,LEU18496,FF47967C
F364B67D,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Leucocoprinus,Leucocoprinus sp. KB1807203,KB1807203,F364B67D
F488CC3E,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Leucoagaricus,Leucoagaricus sp. SymC.cos,SymC.cos,F488CC3E
F1CE9C72,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Lepiota,Lepiota venenata,LJE,F1CE9C72
F3A071E8,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Lepiota,Lepiota subincarnata,JWLS061,F3A071E8
F17408FC,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Lepiota,Lepiota brunneoincarnata,LH00008,F17408FC
FE119F1F,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Agaricaceae,Coprinus,Coprinus comatus,Tebai39,FE119F1F
F958615C,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita,Amanita phalloides,,F958615C
F2E2A438,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita,Amanita subjunquillea,LH00001,F2E2A438
F7E3887E,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita,Amanita fuliginea,LH00002,F7E3887E
F4C75376,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita,Amanita pallidorosea,LH00007,F4C75376
F3C410A9,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita,Amanita rimosa,LH00003,F3C410A9
F0A03C30,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita,Amanita exitialis,LH00005,F0A03C30
FB348870,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita,Amanita bisporigera,Ingham01,FB348870
FA685757,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita,Amanita molliuscula,LH00009,FA685757
Amarub1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita,,,Amarub1
F9FFFFCA,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita,Amanita rubescens,Prilba,F9FFFFCA
FE0DD6EA,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita,Amanita brunnescens,Koide BX004,FE0DD6EA
FA234F74,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita,Amanita pseudoporphyria,MG37,FA234F74
F4A89037,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita,Amanita polypyramis,BW_CC,F4A89037
Amaapr1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita,,,Amaapr1
F092CD58,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita,Amanita muscaria,Koide BX008,F092CD58
Amamu1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita,,,Amamu1
F36CABC3,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita,Amanita jacksonii,,F36CABC3
F424AB2E,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita,Amanita thiersii,SKay4041,F424AB2E
Amath1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita,,,Amath1
F97183DC,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Amanitaceae,Amanita,Amanita inopinata,Kibby_2008,F97183DC
F71B616B,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Pluteaceae,Pluteus,Pluteus cervinus,NL-1719,F71B616B
Plucer1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Pluteaceae,Pluteus,,,Plucer1
F17F7BED,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Pluteaceae,Volvariella,Volvariella surrecta,,F17F7BED
FBE1BCB5,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Pluteaceae,Volvariella,Volvariella volvacea,V23,FBE1BCB5
Volvo1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Pluteaceae,Volvariella,,,Volvo1
FF09925B,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena olivaceomarginata,CBHHK47_15,FF09925B
FE3ADFFB,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena albidolilacea,CBHHK002,FE3ADFFB
FB473996,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena sp. WM,WM,FB473996
F3DAE981,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena haematopus,CBHHK189,F3DAE981
FDED568B,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena sanguinolenta,160909Yilan,FDED568B
F2CA0957,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena galopus,ATCC 62051,F2CA0957
Mycgal1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,,,Mycgal1
F39AF692,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena venus,CCC161011,F39AF692
F13B194A,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Favolaschia,Favolaschia claudopus,CIRM-BRFM 2984,F13B194A
F2A4F6F0,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena polygramma,CBHHK137,F2A4F6F0
F568C820,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena vitilis,CBHHK169m,F568C820
FAEA25B0,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena capillaripes,9286,FAEA25B0
F96223D5,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena leptocephala,CBHHK5_15,F96223D5
FE882FED,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena metata,CBHHK182m,FE882FED
FB6174EB,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena alexandri,CBHHK200,FB6174EB
F1868D94,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena filopes,CBHHK001,F1868D94
FA6CE80F,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena vulgaris,CBHHK164,FA6CE80F
F20CE445,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena latifolia,10383,F20CE445
F15A4E68,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena rosella,CBHHK067,F15A4E68
F30DBBC5,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Crepidotaceae,Crepidotus,Crepidotus sp. BD-2015,,F30DBBC5
FADBE75A,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena belliae,CBHHK173m,FADBE75A
FF01E5EF,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena epipterygia,CBHHK145m,FF01E5EF
F10D415B,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena crocata,CBHHK184,F10D415B
FDFDC980,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena maculata,CBHHK188m,FDFDC980
F68864FE,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena galericulata,CBHHK162m,F68864FE
FDB022CA,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena sp. CBHHK59/15,CBHHK59_15,FDB022CA
FE13C428,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena rebaudengoi,CBHHK068,FE13C428
FE98857C,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Panellus,Panellus pusillus,LMB36,FE98857C
Panst_LUM_1_1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Panellus,,,Panst_LUM_1_1
Panst_KUC8834_1_1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Panellus,,,Panst_KUC8834_1_1
FCB42474,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Roridomyces,Roridomyces roridus,9284,FCB42474
F80329BF,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena pura,9144,F80329BF
FCF848C9,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena chlorophos,110903Hualien_Pintung,FCF848C9
FAFAE167,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena indigotica,171206Taipei,FAFAE167
F54754F8,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena amicta,BAPX,F54754F8
F1F1954E,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena kentingensis,111111Pingtung,F1F1954E
FC600A0E,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Mycenaceae,Mycena,Mycena citricolor,,FC600A0E
Gyman1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Gymnopus,,,Gyman1
F394BE1D,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Gymnopus,Gymnopus androsaceus,JB14,F394BE1D
F168C8B8,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Lentinula,Lentinula lateritia,RHP3577 ss4,F168C8B8
F61D538C,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Lentinula,Lentinula novae-zelandiae,TMI1172,F61D538C
FDE65421,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Lentinula,Lentinula aff. lateritia,TMI1499,FDE65421
FF92FFCC,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Lentinula,Lentinula edodes,Le Bin 0899 ss11,FF92FFCC
LedB17_3,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Lentinula,,,LedB17_3
FEE05A87,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Lentinula,Lentinula aciculospora,JLM2183,FEE05A87
FA5C5905,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Lentinula,Lentinula boryana,TFB10827,FA5C5905
FC98E7C3,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Lentinula,Lentinula guzmanii,ET3784,FC98E7C3
FBFBAE91,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Lentinula,Lentinula aff. detonsa,TFB10291,FBFBAE91
FDF3AA8A,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Lentinula,Lentinula detonsa,TFB7810,FDF3AA8A
FACFCC09,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Lentinula,Lentinula raphanica,INPA1701G ss19,FACFCC09
Rhobut1_1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Rhodocollybia,,,Rhobut1_1
F81354A2,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Rhodocollybia,Rhodocollybia butyracea,AH 40177,F81354A2
F38509D9,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Collybiopsis,Collybiopsis luxurians,FD-317 M1,F38509D9
Gymlu1,dikarya,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetidae,Agaricales,Omphalotaceae,Collybiopsis,,,Gymlu1
